name,normalizedName,source
Majelis Ulama Indonesia,majelis ulama indonesia,https://github.com/burhansa25/graph
Marine Affairs And Fisheries,marine affairs and fisheries,https://github.com/burhansa25/graph
Maritime Affairs And Fisheries,maritime affairs and fisheries,https://github.com/burhansa25/graph
MedcoEnergi,medcoenergi,https://github.com/burhansa25/graph
Military Area Command Iii,military area command iii,https://github.com/burhansa25/graph
Military Area Command Xii,military area command xii,https://github.com/burhansa25/graph
National Land Agency,national land agency,https://github.com/burhansa25/graph
National Sports Committee Of Indonesia,national sports committee of indonesia,https://github.com/burhansa25/graph
North Sumatra Governance,north sumatra governance,https://github.com/burhansa25/graph
Nu,nu,https://github.com/burhansa25/graph
Opec,opec,https://github.com/burhansa25/graph
Pemerintah Kab. Ciamis,pemerintah kab. ciamis,https://github.com/burhansa25/graph
Pemerintah Kota Binjai,pemerintah kota binjai,https://github.com/burhansa25/graph
Pemerintah Kota Sawahlunto,pemerintah kota sawahlunto,https://github.com/burhansa25/graph
Pemerintah Provinsi Daerah Khusus Ibukota Jakarta,pemerintah provinsi daerah khusus ibukota jakarta,https://github.com/burhansa25/graph
Pemerintah Provinsi Jawa Barat,pemerintah provinsi jawa barat,https://github.com/burhansa25/graph
Pemerintah Provinsi Sumatera Barat,pemerintah provinsi sumatera barat,https://github.com/burhansa25/graph
Pemerintahan Kota Surabaya,pemerintahan kota surabaya,https://github.com/burhansa25/graph
People'S Consultative Assembly,people's consultative assembly,https://github.com/burhansa25/graph
Persatuan Islam,persatuan islam,https://github.com/burhansa25/graph
Perserikatan Bangsa-Bangsa,perserikatan bangsa-bangsa,https://github.com/burhansa25/graph
Presidential Advisory Council,presidential advisory council,https://github.com/burhansa25/graph
Prosperous Justice Party,prosperous justice party,https://github.com/burhansa25/graph
Pssi,pssi,https://github.com/burhansa25/graph
PT Indoritel Makmur Internasional Tbk,pt indoritel makmur internasional tbk,https://github.com/burhansa25/graph
Public Works,public works,https://github.com/burhansa25/graph
Q114913113,q114913113,https://github.com/burhansa25/graph
Representatives,representatives,https://github.com/burhansa25/graph
Sekolah Tinggi Agama Islam Persatuan Islam Jakarta,sekolah tinggi agama islam persatuan islam jakarta,https://github.com/burhansa25/graph
Sekolah Tinggi Ilmu Hukum Tambun Bungai,sekolah tinggi ilmu hukum tambun bungai,https://github.com/burhansa25/graph
Semen Padang,semen padang,https://github.com/burhansa25/graph
SIG (Perusahaan),sig (perusahaan),https://github.com/burhansa25/graph
Siliwangi,siliwangi,https://github.com/burhansa25/graph
Social Affairs (Indonesia),social affairs (indonesia),https://github.com/burhansa25/graph
Staff,staff,https://github.com/burhansa25/graph
Staff Of Indonesian Air Force,staff of indonesian air force,https://github.com/burhansa25/graph
Staff Of Indonesian Army,staff of indonesian army,https://github.com/burhansa25/graph
Staff Of The Indonesian Air Force,staff of the indonesian air force,https://github.com/burhansa25/graph
Staff Of The Indonesian Army,staff of the indonesian army,https://github.com/burhansa25/graph
Staff Of The Indonesian Navy,staff of the indonesian navy,https://github.com/burhansa25/graph
State Apparatus Utilization And Bureaucratic Reform,state apparatus utilization and bureaucratic reform,https://github.com/burhansa25/graph
State Intelligence Agency,state intelligence agency,https://github.com/burhansa25/graph
State Secretariat,state secretariat,https://github.com/burhansa25/graph
STID Mohammad Natsir Bekasi,stid mohammad natsir bekasi,https://github.com/burhansa25/graph
Struggle,struggle,https://github.com/burhansa25/graph
Suharto'S Search For A Political Format And The Role Which Dharsono Played In It,suharto's search for a political format and the role which dharsono played in it,https://github.com/burhansa25/graph
Supreme Court Of Indonesia,supreme court of indonesia,https://github.com/burhansa25/graph
Surakarta,surakarta,https://github.com/burhansa25/graph
Syarif Hidayatullah State Islamic University Jakarta,syarif hidayatullah state islamic university jakarta,https://github.com/burhansa25/graph
Syria To The United Nations,syria to the united nations,https://github.com/burhansa25/graph
Tanjungpura,tanjungpura,https://github.com/burhansa25/graph
Tempo,tempo,https://github.com/burhansa25/graph
The,the,https://github.com/burhansa25/graph
Timor-Leste,timor-leste,https://github.com/burhansa25/graph
Tokopedia,tokopedia,https://github.com/burhansa25/graph
Transportation (Indonesia),transportation (indonesia),https://github.com/burhansa25/graph
Unilever Indonesia,unilever indonesia,https://github.com/burhansa25/graph
Universitas Adzkia,universitas adzkia,https://github.com/burhansa25/graph
Universitas Andalas,universitas andalas,https://github.com/burhansa25/graph
Universitas Baiturrahmah,universitas baiturrahmah,https://github.com/burhansa25/graph
Universitas Bung Hatta,universitas bung hatta,https://github.com/burhansa25/graph
Universitas Columbia,universitas columbia,https://github.com/burhansa25/graph
Universitas Diponegoro,universitas diponegoro,https://github.com/burhansa25/graph
Universitas Gadjah Mada,universitas gadjah mada,https://github.com/burhansa25/graph
Universitas Indonesia,universitas indonesia,https://github.com/burhansa25/graph
Universitas Islam Negeri Sjech M. Djamil Djambek Bukittinggi,universitas islam negeri sjech m. djamil djambek bukittinggi,https://github.com/burhansa25/graph
Universitas Islam Negeri Syarif Hidayatullah Jakarta,universitas islam negeri syarif hidayatullah jakarta,https://github.com/burhansa25/graph
Universitas Muhammadiyah Jakarta,universitas muhammadiyah jakarta,https://github.com/burhansa25/graph
Universitas Muhammadiyah Surabaya,universitas muhammadiyah surabaya,https://github.com/burhansa25/graph
Universitas Negeri Jakarta,universitas negeri jakarta,https://github.com/burhansa25/graph
Universitas Negeri Malang,universitas negeri malang,https://github.com/burhansa25/graph
Universitas Negeri Padang,universitas negeri padang,https://github.com/burhansa25/graph
Universitas Negeri Semarang,universitas negeri semarang,https://github.com/burhansa25/graph
Universitas Negeri Yogyakarta,universitas negeri yogyakarta,https://github.com/burhansa25/graph
Universitas Padjadjaran,universitas padjadjaran,https://github.com/burhansa25/graph
Universitas Pendidikan Indonesia,universitas pendidikan indonesia,https://github.com/burhansa25/graph
Universitas Surabaya,universitas surabaya,https://github.com/burhansa25/graph
Universitas Syiah Kuala,universitas syiah kuala,https://github.com/burhansa25/graph
Universitas Udayana,universitas udayana,https://github.com/burhansa25/graph
USAID,usaid,https://github.com/burhansa25/graph
West Sumatra Governance,west sumatra governance,https://github.com/burhansa25/graph
Whitecyber,whitecyber,https://github.com/burhansa25/graph
Wikimedia ESEAP Hub,wikimedia eseap hub,https://github.com/burhansa25/graph
Wikimedia Indonesia,wikimedia indonesia,https://github.com/burhansa25/graph
Women Empowerment And Child Protection,women empowerment and child protection,https://github.com/burhansa25/graph
