name,normalizedName,source
Sebelas Maret University,sebelas maret university,https://github.com/burhansa25/graph
Sekolah Tinggi Akuntansi Negara,sekolah tinggi akuntansi negara,https://github.com/burhansa25/graph
Sekolah Tinggi Ilmu Hukum Sultan Adam,sekolah tinggi ilmu hukum sultan adam,https://github.com/burhansa25/graph
Soegijapranata Catholic University,soegijapranata catholic university,https://github.com/burhansa25/graph
Sriwijaya University,sriwijaya university,https://github.com/burhansa25/graph
State University of Jakarta,state university of jakarta,https://github.com/burhansa25/graph
State University of Makassar,state university of makassar,https://github.com/burhansa25/graph
State University of Malang,state university of malang,https://github.com/burhansa25/graph
State University of Medan,state university of medan,https://github.com/burhansa25/graph
State University of Padang,state university of padang,https://github.com/burhansa25/graph
State University of Surabaya,state university of surabaya,https://github.com/burhansa25/graph
Sultan Syarif Kasim II State Islamic University,sultan syarif kasim ii state islamic university,https://github.com/burhansa25/graph
Sunan Ampel State Islamic University Surabaya,sunan ampel state islamic university surabaya,https://github.com/burhansa25/graph
Sunan Kalijaga State Islamic University,sunan kalijaga state islamic university,https://github.com/burhansa25/graph
Swiss German University,swiss german university,https://github.com/burhansa25/graph
Syarif Hidayatullah State Islamic University Jakarta,syarif hidayatullah state islamic university jakarta,https://github.com/burhansa25/graph
Syiah Kuala University,syiah kuala university,https://github.com/burhansa25/graph
Tadulako University,tadulako university,https://github.com/burhansa25/graph
Tarumanagara University,tarumanagara university,https://github.com/burhansa25/graph
Telkom University,telkom university,https://github.com/burhansa25/graph
Trisakti University,trisakti university,https://github.com/burhansa25/graph
Udayana University,udayana university,https://github.com/burhansa25/graph
Universitas 17 Agustus 1945 Surabaya,universitas 17 agustus 1945 surabaya,https://github.com/burhansa25/graph
Universitas Airlangga,universitas airlangga,https://github.com/burhansa25/graph
Universitas Andalas,universitas andalas,https://github.com/burhansa25/graph
Universitas Brawijaya,universitas brawijaya,https://github.com/burhansa25/graph
Universitas Diponegoro,universitas diponegoro,https://github.com/burhansa25/graph
Universitas Gadjah Mada,universitas gadjah mada,https://github.com/burhansa25/graph
Universitas Hasanuddin,universitas hasanuddin,https://github.com/burhansa25/graph
Universitas Indonesia,universitas indonesia,https://github.com/burhansa25/graph
Universitas Islam Jakarta,universitas islam jakarta,https://github.com/burhansa25/graph
Universitas Islam Negeri Sunan Gunung Djati Bandung,universitas islam negeri sunan gunung djati bandung,https://github.com/burhansa25/graph
Universitas Islam Negeri Syarif Hidayatullah Jakarta,universitas islam negeri syarif hidayatullah jakarta,https://github.com/burhansa25/graph
Universitas Islam Negeri UIN Sunan Ampel Surabaya,universitas islam negeri uin sunan ampel surabaya,https://github.com/burhansa25/graph
Universitas Katolik Indonesia Atma Jaya,universitas katolik indonesia atma jaya,https://github.com/burhansa25/graph
Universitas Katolik Parahyangan,universitas katolik parahyangan,https://github.com/burhansa25/graph
Universitas Lambung Mangkurat,universitas lambung mangkurat,https://github.com/burhansa25/graph
Universitas Medan Area,universitas medan area,https://github.com/burhansa25/graph
Universitas Nasional,universitas nasional,https://github.com/burhansa25/graph
Universitas Negeri Jakarta,universitas negeri jakarta,https://github.com/burhansa25/graph
Universitas Negeri Malang,universitas negeri malang,https://github.com/burhansa25/graph
Universitas Negeri Padang,universitas negeri padang,https://github.com/burhansa25/graph
Universitas Negeri Semarang,universitas negeri semarang,https://github.com/burhansa25/graph
Universitas Negeri Yogyakarta,universitas negeri yogyakarta,https://github.com/burhansa25/graph
Universitas Padjadjaran,universitas padjadjaran,https://github.com/burhansa25/graph
Universitas Pancasila,universitas pancasila,https://github.com/burhansa25/graph
Universitas Pasundan,universitas pasundan,https://github.com/burhansa25/graph
Universitas Pendidikan Indonesia,universitas pendidikan indonesia,https://github.com/burhansa25/graph
Universitas Sam Ratulangi,universitas sam ratulangi,https://github.com/burhansa25/graph
Universitas Sriwijaya,universitas sriwijaya,https://github.com/burhansa25/graph
Universitas Surabaya,universitas surabaya,https://github.com/burhansa25/graph
Universitas Syiah Kuala,universitas syiah kuala,https://github.com/burhansa25/graph
Universitas Teknologi Digital Indonesia,universitas teknologi digital indonesia,https://github.com/burhansa25/graph
Universitas Trisakti,universitas trisakti,https://github.com/burhansa25/graph
Universitas Udayana,universitas udayana,https://github.com/burhansa25/graph
University of Abulyatama,university of abulyatama,https://github.com/burhansa25/graph
University of Bengkulu,university of bengkulu,https://github.com/burhansa25/graph
University of International Golden Indonesia,university of international golden indonesia,https://github.com/burhansa25/graph
University of Jambi,university of jambi,https://github.com/burhansa25/graph
University of Jember,university of jember,https://github.com/burhansa25/graph
University of Lampung,university of lampung,https://github.com/burhansa25/graph
University of Mataram,university of mataram,https://github.com/burhansa25/graph
University of National Education,university of national education,https://github.com/burhansa25/graph
University of North Sumatra,university of north sumatra,https://github.com/burhansa25/graph
University of Riau,university of riau,https://github.com/burhansa25/graph
University of Surabaya,university of surabaya,https://github.com/burhansa25/graph
Walisongo State Islamic University,walisongo state islamic university,https://github.com/burhansa25/graph
Warmadewa University,warmadewa university,https://github.com/burhansa25/graph
Wijaya Putra University,wijaya putra university,https://github.com/burhansa25/graph
